,Player,Team,Wk,Run Att,Run Yd,Run TD,Target,Rec,Rec Yd,Rec TD,Opp,Points,Game played,Season
117,Matt Jones,IND,3,1,3,0,0,0,0,0,CLE,0.3,1,2017
118,Melvin Gordon,LAC,3,17,79,1,2,0,0,0,bye,13.9,1,2017
119,Michael Burton,CHI,3,0,0,0,1,0,0,0,PIT,0.0,1,2017
120,Mike Davis,SEA,3,0,0,0,0,0,0,0,TEN,0.0,0,2017
121,Mike Gillislee,NE,3,12,31,0,0,0,0,0,HOU,3.1,1,2017
122,Mike Tolbert,BUF,3,11,41,0,1,0,0,0,DEN,4.1,1,2017
123,Orleans Darkwa,NYG,3,7,22,0,1,1,11,0,PHI,3.3,1,2017
124,Patrick DiMarco,BUF,3,0,0,0,0,0,0,0,DEN,0.0,0,2017
125,Paul Perkins,NYG,3,9,22,0,2,2,8,0,PHI,3.0,1,2017
126,Peyton Barber,TB,3,0,0,0,0,0,0,0,MIN,0.0,0,2017
127,Raheem Mostert,SF,3,4,11,0,0,0,0,0,KC,1.1,1,2017
128,Rex Burkhead,NE,3,0,0,0,0,0,0,0,HOU,0.0,0,2017
129,Rob Kelley,WAS,3,0,0,0,0,0,0,0,OAK,0.0,0,2017
130,Robert Turbin,IND,3,5,18,0,2,1,2,0,CLE,2.0,1,2017
131,Rod Smith,DAL,3,0,0,0,0,0,0,0,ARI,0.0,0,2017
132,Roosevelt Nix,PIT,3,0,0,0,0,0,0,0,CHI,0.0,0,2017
133,Samaje Perine,WAS,3,19,49,0,1,1,6,0,OAK,5.5,1,2017
134,Senorise Perry,MIA,3,0,0,0,0,0,0,0,NYJ,0.0,0,2017
135,Shane Vereen,NYG,3,1,5,0,2,2,18,0,PHI,2.3,1,2017
136,Stevan Ridley,PIT,3,0,0,0,0,0,0,0,CHI,0.0,0,2017
137,T.J. Yeldon,JAC,3,0,0,0,0,0,0,0,BAL,0.0,0,2017
138,Taiwan Jones,BUF,3,0,0,0,0,0,0,0,DEN,0.0,0,2017
139,Tarik Cohen,CHI,3,12,78,0,4,4,24,0,PIT,10.2,1,2017
140,Terrance West,BAL,3,6,26,0,1,0,0,0,JAC,2.6,1,2017
141,Terrell Watson,PIT,3,1,3,0,0,0,0,0,CHI,0.3,1,2017
142,Terron Ward,ATL,3,0,0,0,0,0,0,0,DET,0.0,0,2017
143,Tevin Coleman,ATL,3,6,46,0,5,3,43,0,DET,8.9,1,2017
144,Theo Riddick,DET,3,0,0,0,9,4,38,0,ATL,3.8,1,2017
145,Thomas Rawls,SEA,3,0,0,0,0,0,0,0,TEN,0.0,0,2017
146,Tion Green,DET,3,0,0,0,0,0,0,0,ATL,0.0,0,2017
147,Todd Gurley,LAR,3,28,113,2,7,5,36,1,bye,32.9,1,2017
148,Tommy Bohanon,JAC,3,0,0,0,3,1,8,0,BAL,0.8,1,2017
149,Travaris Cadet,BUF,3,0,0,0,0,0,0,0,DEN,0.0,0,2017
150,Tre Madden,SEA,3,0,0,0,0,0,0,0,TEN,0.0,0,2017
151,Trey Edmunds,NO,3,0,0,0,0,0,0,0,CAR,0.0,0,2017
152,Ty Montgomery,GB,3,12,35,0,12,8,15,0,CIN,5.0,1,2017
153,Tyler Ervin,HOU,3,1,4,0,1,1,4,0,NE,0.8,1,2017
154,Wayne Gallman,NYG,3,0,0,0,0,0,0,0,PHI,0.0,0,2017
155,Wendell Smallwood,PHI,3,12,71,0,2,1,9,0,NYG,8.0,1,2017
156,Zach Line,NO,3,0,0,0,0,0,0,0,CAR,0.0,0,2017
157,Zach Zenner,DET,3,3,5,0,0,0,0,0,ATL,0.5,1,2017
0,Aaron Jones,GB,4,13,49,1,0,0,0,0,CHI,10.9,1,2017
1,Aaron Ripkowski,GB,4,1,4,0,2,1,6,0,CHI,1.0,1,2017
2,Adrian Peterson,ARI,4,4,4,0,0,0,0,0,SF,0.4,1,2017
3,Adrian Peterson,NO,4,4,4,0,0,0,0,0,MIA,0.4,1,2017
4,Akeem Hunt,KC,4,0,0,0,1,0,0,0,DAL,0.0,1,2017
5,Alex Collins,BAL,4,9,82,0,2,0,0,0,PIT,8.2,1,2017
6,Alfred Blue,HOU,4,4,12,0,0,0,0,0,TEN,1.2,1,2017
7,Alfred Morris,DAL,4,2,76,0,0,0,0,0,KC,7.6,1,2017
8,Alvin Kamara,NO,4,5,25,0,10,10,71,1,MIA,15.6,1,2017
9,Ameer Abdullah,DET,4,20,94,1,4,3,15,0,MIN,16.9,1,2017
10,Andre Ellington,HOU,4,5,18,0,14,9,86,0,TEN,10.4,1,2017
11,Andre Williams,LAC,4,0,0,0,0,0,0,0,bye,0.0,0,2017
12,Andy Janovich,DEN,4,0,0,0,0,0,0,0,OAK,0.0,0,2017
13,Anthony Sherman,KC,4,0,0,0,0,0,0,0,DAL,0.0,0,2017
14,Austin Ekeler,LAC,4,1,35,1,2,2,23,0,bye,11.8,1,2017
15,Benny Cunningham,CHI,4,5,26,0,0,0,0,0,GB,2.6,1,2017
16,Bilal Powell,NYJ,4,21,163,1,5,4,27,0,JAC,25.0,1,2017
17,Bobby Rainey,BAL,4,0,0,0,0,0,0,0,PIT,0.0,0,2017
18,Branden Oliver,LAC,4,2,1,0,1,1,2,0,bye,0.3,1,2017
19,Brandon Bolden,NE,4,0,0,0,0,0,0,0,CAR,0.0,0,2017
20,Brian Hill,CIN,4,0,0,0,0,0,0,0,CLE,0.0,0,2017
21,Bronson Hill,ARI,4,0,0,0,0,0,0,0,SF,0.0,0,2017
22,Byron Marshall,WAS,4,0,0,0,0,0,0,0,KC,0.0,0,2017
23,C.J. Anderson,DEN,4,20,95,0,4,4,17,0,OAK,11.2,1,2017
24,C.J. Ham,MIN,4,0,0,0,0,0,0,0,DET,0.0,0,2017
25,C.J. Prosise,SEA,4,0,0,0,0,0,0,0,IND,0.0,0,2017
26,C.J. Spiller,KC,4,0,0,0,0,0,0,0,DAL,0.0,0,2017
27,Cameron Artis-Payne,CAR,4,0,0,0,0,0,0,0,NE,0.0,0,2017
28,Carlos Hyde,SF,4,16,68,0,6,5,27,0,ARI,9.5,1,2017
29,Charcandrick West,KC,4,1,2,0,5,5,33,0,DAL,3.5,1,2017
30,Charles Sims,TB,4,1,14,0,1,1,7,0,NYG,2.1,1,2017
31,Chris Carson,SEA,4,12,42,0,3,3,24,0,IND,6.6,1,2017
32,Chris Ivory,JAC,4,9,42,0,3,1,2,0,NYJ,4.4,1,2017
33,Chris Johnson,ARI,4,13,32,0,3,3,31,0,SF,6.3,1,2017
34,Chris Thompson,WAS,4,6,23,0,2,1,4,0,KC,2.7,1,2017
35,Christian McCaffrey,CAR,4,6,16,0,6,4,33,0,NE,4.9,1,2017
36,Corey Clement,PHI,4,10,30,0,0,0,0,0,KC,3.0,1,2017
37,Corey Grant,JAC,4,2,9,0,1,1,-5,0,NYJ,0.4,1,2017
38,D.J. Foster,ARI,4,0,0,0,0,0,0,0,SF,0.0,0,2017
39,D'Onta Foreman,HOU,4,13,45,0,0,0,0,0,TEN,4.5,1,2017
40,Dalvin Cook,MIN,4,13,66,1,3,1,8,0,DET,13.4,1,2017
41,Damien Williams,MIA,4,1,1,0,2,0,0,0,NO,0.1,1,2017
42,Dan Vitale,CLE,4,0,0,0,0,0,0,0,CIN,0.0,0,2017
43,Danny Woodhead,BAL,4,0,0,0,0,0,0,0,PIT,0.0,0,2017
44,Darren McFadden,DAL,4,0,0,0,0,0,0,0,KC,0.0,0,2017
45,Darren Sproles,PHI,4,0,0,0,0,0,0,0,KC,0.0,0,2017
46,David Fluellen,TEN,4,1,3,0,0,0,0,0,HOU,0.3,1,2017
47,David Johnson,ARI,4,0,0,0,0,0,0,0,SF,0.0,0,2017
48,De'Veon Smith,MIA,4,0,0,0,0,0,0,0,NO,0.0,0,2017
49,DeAndre Washington,OAK,4,1,4,0,1,0,0,0,DEN,0.4,1,2017
50,DeMarco Murray,TEN,4,7,31,0,2,2,4,0,HOU,3.5,1,2017
51,Derek Watt,LAC,4,0,0,0,0,0,0,0,bye,0.0,0,2017
52,Derrick Coleman,ATL,4,0,0,0,2,1,11,0,BUF,1.1,1,2017
53,Derrick Henry,TEN,4,6,7,0,0,0,0,0,HOU,0.7,1,2017
54,Devante Mays,GB,4,0,0,0,0,0,0,0,CHI,0.0,0,2017
55,Devonta Freeman,ATL,4,18,58,1,2,2,20,0,BUF,13.8,1,2017
56,Devontae Booker,DEN,4,3,14,0,0,0,0,0,OAK,1.4,1,2017
57,Dion Lewis,NE,4,4,18,1,1,1,9,0,CAR,8.7,1,2017
58,Doug Martin,TB,4,0,0,0,0,0,0,0,NYG,0.0,0,2017
59,Duke Johnson,CLE,4,4,13,1,10,9,47,0,CIN,12.0,1,2017
60,Dwayne Washington,DET,4,0,0,0,0,0,0,0,MIN,0.0,0,2017
61,Eddie Lacy,SEA,4,11,52,0,0,0,0,0,IND,5.2,1,2017
62,Elijah McGuire,NYJ,4,10,93,1,2,2,38,0,JAC,19.1,1,2017
63,Elijhaa Penny,ARI,4,1,1,0,0,0,0,0,SF,0.1,1,2017
64,Ezekiel Elliott,DAL,4,21,85,1,5,4,54,1,KC,25.9,1,2017
65,Fitzgerald Toussaint,PIT,4,0,0,0,0,0,0,0,BAL,0.0,0,2017
66,Fozzy Whittaker,CAR,4,0,0,0,3,3,34,1,NE,9.4,1,2017
67,Frank Gore,IND,4,12,46,0,3,3,34,0,SEA,8.0,1,2017
68,Giovani Bernard,CIN,4,3,12,0,4,3,67,1,CLE,13.9,1,2017
69,Isaiah Crowell,CLE,4,7,20,0,2,1,7,0,CIN,2.7,1,2017
70,J.D. McKissic,SEA,4,4,38,1,1,1,27,1,IND,18.5,1,2017
71,Jacquizz Rodgers,TB,4,16,83,0,3,2,25,0,NYG,10.8,1,2017
72,Jalen Richard,OAK,4,2,7,0,1,1,20,0,DEN,2.7,1,2017
73,Jalston Fowler,TEN,4,0,0,0,0,0,0,0,HOU,0.0,0,2017
74,Jamaal Charles,DEN,4,5,33,0,1,1,14,0,OAK,4.7,1,2017
75,Jamaal Williams,GB,4,4,11,0,1,1,2,0,CHI,1.3,1,2017
76,James Conner,PIT,4,4,26,0,0,0,0,0,BAL,2.6,1,2017
77,James Develin,NE,4,0,0,0,2,2,14,0,CAR,1.4,1,2017
78,James White,NE,4,1,7,0,12,10,47,0,CAR,5.4,1,2017
79,Jamize Olawale,OAK,4,1,2,0,2,2,13,0,DEN,1.5,1,2017
80,Javorius Allen,BAL,4,2,7,0,6,6,37,0,PIT,4.4,1,2017
81,Jay Ajayi,PHI,4,12,46,0,1,1,8,0,KC,5.4,1,2017
82,Jay Ajayi,MIA,4,12,46,0,1,1,8,0,NO,5.4,1,2017
83,Jay Prosch,HOU,4,0,0,0,0,0,0,0,TEN,0.0,0,2017
84,Jeremy Hill,CIN,4,6,16,0,1,1,10,0,CLE,2.6,1,2017
85,Jerick McKinnon,MIN,4,2,0,0,2,0,0,0,DET,0.0,1,2017
86,Joe Kerridge,GB,4,0,0,0,0,0,0,0,CHI,0.0,0,2017
87,Joe Mixon,CIN,4,17,29,0,4,4,19,0,CLE,4.8,1,2017
88,John Kuhn,NO,4,0,0,0,0,0,0,0,MIA,0.0,0,2017
89,Jonathan Stewart,CAR,4,14,68,0,1,0,0,0,NE,6.8,1,2017
90,Jordan Howard,CHI,4,18,53,1,4,2,10,0,GB,12.3,1,2017
91,Josh Ferguson,IND,4,0,0,0,0,0,0,0,SEA,0.0,0,2017
92,Justin Davis,LAR,4,0,0,0,0,0,0,0,bye,0.0,0,2017
93,Kapri Bibbs,WAS,4,0,0,0,0,0,0,0,KC,0.0,0,2017
94,Kareem Hunt,KC,4,21,101,0,4,4,20,0,DAL,12.1,1,2017
95,Kenjon Barner,PHI,4,0,0,0,0,0,0,0,KC,0.0,0,2017
96,Kenyan Drake,MIA,4,1,6,0,3,2,5,0,NO,1.1,1,2017
97,Kerwynn Williams,ARI,4,1,-1,0,1,1,10,0,SF,0.9,1,2017
98,Kyle Juszczyk,SF,4,1,8,0,3,3,15,0,ARI,2.3,1,2017
99,Lamar Miller,HOU,4,19,75,1,5,4,56,1,TEN,25.1,1,2017
100,Lance Dunbar,LAR,4,0,0,0,0,0,0,0,bye,0.0,0,2017
101,Latavius Murray,MIN,4,7,21,0,2,2,8,0,DET,2.9,1,2017
102,Le'Veon Bell,PIT,4,35,144,2,6,4,42,0,BAL,30.6,1,2017
103,LeGarrette Blount,PHI,4,16,136,0,1,1,20,0,KC,15.6,1,2017
104,Leonard Fournette,JAC,4,24,86,0,5,4,59,1,NYJ,20.5,1,2017
105,LeSean McCoy,BUF,4,20,76,0,3,3,32,0,ATL,10.8,1,2017
106,LeShun Daniels Jr.,WAS,4,0,0,0,0,0,0,0,KC,0.0,0,2017
107,Mack Brown,WAS,4,0,0,0,0,0,0,0,KC,0.0,0,2017
108,Malcolm Brown,LAR,4,1,0,0,1,1,14,0,bye,1.4,1,2017
109,Marcus Murphy,BUF,4,0,0,0,0,0,0,0,ATL,0.0,0,2017
110,Mark Ingram,NO,4,14,45,0,8,4,17,0,MIA,6.2,1,2017
111,Marlon Mack,IND,4,0,0,0,0,0,0,0,SEA,0.0,0,2017
112,Marquez Williams,CLE,4,0,0,0,0,0,0,0,CIN,0.0,0,2017
113,Marshawn Lynch,OAK,4,9,12,0,1,0,0,0,DEN,1.2,1,2017
114,Matt Breida,SF,4,9,16,0,3,1,4,0,ARI,2.0,1,2017
115,Matt Dayes,CLE,4,1,2,0,0,0,0,0,CIN,0.2,1,2017
116,Matt Forte,NYJ,4,0,0,0,0,0,0,0,JAC,0.0,0,2017
117,Matt Jones,IND,4,4,11,0,0,0,0,0,SEA,1.1,1,2017
118,Melvin Gordon,LAC,4,10,22,0,3,1,7,0,bye,2.9,1,2017
119,Michael Burton,CHI,4,0,0,0,0,0,0,0,GB,0.0,0,2017
120,Mike Davis,SEA,4,0,0,0,0,0,0,0,IND,0.0,0,2017
121,Mike Gillislee,NE,4,12,49,0,0,0,0,0,CAR,4.9,1,2017
122,Mike Tolbert,BUF,4,8,31,0,0,0,0,0,ATL,3.1,1,2017
123,Orleans Darkwa,NYG,4,0,0,0,0,0,0,0,TB,0.0,0,2017
124,Patrick DiMarco,BUF,4,1,-2,0,0,0,0,0,ATL,-0.2,1,2017
125,Paul Perkins,NYG,4,9,13,0,2,1,6,0,TB,1.9,1,2017
126,Peyton Barber,TB,4,2,2,0,0,0,0,0,NYG,0.2,1,2017
127,Raheem Mostert,SF,4,0,0,0,0,0,0,0,ARI,0.0,0,2017
128,Rex Burkhead,NE,4,0,0,0,0,0,0,0,CAR,0.0,0,2017
129,Rob Kelley,WAS,4,7,23,0,1,0,0,0,KC,2.3,1,2017
130,Robert Turbin,IND,4,6,8,1,0,0,0,0,SEA,6.8,1,2017
131,Rod Smith,DAL,4,0,0,0,0,0,0,0,KC,0.0,0,2017
132,Roosevelt Nix,PIT,4,0,0,0,0,0,0,0,BAL,0.0,0,2017
133,Samaje Perine,WAS,4,6,27,0,0,0,0,0,KC,2.7,1,2017
134,Senorise Perry,MIA,4,0,0,0,0,0,0,0,NO,0.0,0,2017
135,Shane Vereen,NYG,4,5,14,0,2,1,11,0,TB,2.5,1,2017
136,Stevan Ridley,PIT,4,0,0,0,0,0,0,0,BAL,0.0,0,2017
137,T.J. Yeldon,JAC,4,0,0,0,0,0,0,0,NYJ,0.0,0,2017
138,Taiwan Jones,BUF,4,0,0,0,0,0,0,0,ATL,0.0,0,2017
139,Tarik Cohen,CHI,4,6,24,0,4,4,24,0,GB,4.8,1,2017
140,Terrance West,BAL,4,4,-7,0,0,0,0,0,PIT,-0.7,1,2017
141,Terrell Watson,PIT,4,1,1,0,0,0,0,0,BAL,0.1,1,2017
142,Terron Ward,ATL,4,0,0,0,0,0,0,0,BUF,0.0,0,2017
143,Tevin Coleman,ATL,4,9,79,0,6,4,65,0,BUF,14.4,1,2017
144,Theo Riddick,DET,4,4,4,0,2,1,8,0,MIN,1.2,1,2017
145,Thomas Rawls,SEA,4,0,0,0,0,0,0,0,IND,0.0,0,2017
146,Tion Green,DET,4,0,0,0,0,0,0,0,MIN,0.0,0,2017
147,Todd Gurley,LAR,4,23,121,0,8,7,94,1,bye,27.5,1,2017
148,Tommy Bohanon,JAC,4,0,0,0,2,2,14,0,NYJ,1.4,1,2017
149,Travaris Cadet,BUF,4,0,0,0,0,0,0,0,ATL,0.0,0,2017
150,Tre Madden,SEA,4,0,0,0,0,0,0,0,IND,0.0,0,2017
151,Trey Edmunds,NO,4,0,0,0,0,0,0,0,MIA,0.0,0,2017
152,Ty Montgomery,GB,4,5,28,0,0,0,0,0,CHI,2.8,1,2017
153,Tyler Ervin,HOU,4,0,0,0,0,0,0,0,TEN,0.0,0,2017
154,Wayne Gallman,NYG,4,11,42,0,2,2,8,1,TB,11.0,1,2017
155,Wendell Smallwood,PHI,4,10,34,1,6,4,45,0,KC,13.9,1,2017
156,Zach Line,NO,4,0,0,0,0,0,0,0,MIA,0.0,0,2017
157,Zach Zenner,DET,4,3,0,0,0,0,0,0,MIN,0.0,1,2017
0,Aaron Jones,GB,5,19,125,1,1,1,9,0,DAL,19.4,1,2017
1,Aaron Ripkowski,GB,5,1,2,0,0,0,0,0,DAL,0.2,1,2017
2,Adrian Peterson,ARI,5,0,0,0,0,0,0,0,PHI,0.0,0,2017
3,Adrian Peterson,NO,5,0,0,0,0,0,0,0,bye,0.0,0,2017
4,Akeem Hunt,KC,5,0,0,0,0,0,0,0,NYG,0.0,0,2017
5,Alex Collins,BAL,5,12,55,0,0,0,0,0,OAK,5.5,1,2017
6,Alfred Blue,HOU,5,0,0,0,0,0,0,0,KC,0.0,0,2017
7,Alfred Morris,DAL,5,2,10,0,1,0,0,0,GB,1.0,1,2017
8,Alvin Kamara,NO,5,0,0,0,0,0,0,0,bye,0.0,0,2017
9,Ameer Abdullah,DET,5,10,31,0,1,1,3,0,CAR,3.4,1,2017
10,Andre Ellington,HOU,5,1,-2,0,10,9,65,0,KC,6.3,1,2017
11,Andre Williams,LAC,5,0,0,0,0,0,0,0,bye,0.0,0,2017
12,Andy Janovich,DEN,5,0,0,0,0,0,0,0,bye,0.0,0,2017
13,Anthony Sherman,KC,5,0,0,0,1,0,0,0,NYG,0.0,1,2017
14,Austin Ekeler,LAC,5,4,0,0,6,3,28,0,bye,2.8,1,2017
15,Benny Cunningham,CHI,5,1,4,0,4,2,43,1,MIN,10.7,1,2017
16,Bilal Powell,NYJ,5,2,5,0,5,4,28,0,CLE,3.3,1,2017
17,Bobby Rainey,BAL,5,0,0,0,0,0,0,0,OAK,0.0,0,2017
18,Branden Oliver,LAC,5,0,0,0,0,0,0,0,bye,0.0,0,2017
19,Brandon Bolden,NE,5,0,0,0,0,0,0,0,TB,0.0,0,2017
20,Brian Hill,CIN,5,0,0,0,0,0,0,0,BUF,0.0,0,2017
21,Bronson Hill,ARI,5,0,0,0,0,0,0,0,PHI,0.0,0,2017
22,Byron Marshall,WAS,5,0,0,0,0,0,0,0,bye,0.0,0,2017
23,C.J. Anderson,DEN,5,0,0,0,0,0,0,0,bye,0.0,0,2017
24,C.J. Ham,MIN,5,1,0,0,2,1,11,0,CHI,1.1,1,2017
25,C.J. Prosise,SEA,5,0,0,0,0,0,0,0,KC,0.0,0,2017
26,C.J. Spiller,KC,5,0,0,0,0,0,0,0,NYG,0.0,0,2017
27,Cameron Artis-Payne,CAR,5,0,0,0,0,0,0,0,DET,0.0,0,2017
28,Carlos Hyde,SF,5,8,11,0,1,1,7,0,IND,1.8,1,2017
29,Charcandrick West,KC,5,1,1,0,2,2,12,2,NYG,13.3,1,2017
30,Charles Sims,TB,5,1,3,0,7,5,31,0,NE,3.4,1,2017
31,Chris Carson,SEA,5,0,0,0,0,0,0,0,KC,0.0,0,2017
32,Chris Ivory,JAC,5,8,41,0,0,0,0,0,PIT,4.1,1,2017
33,Chris Johnson,ARI,5,9,21,0,1,1,8,0,PHI,2.9,1,2017
34,Chris Thompson,WAS,5,0,0,0,0,0,0,0,bye,0.0,0,2017
35,Christian McCaffrey,CAR,5,3,7,0,7,5,31,1,DET,9.8,1,2017
36,Corey Clement,PHI,5,7,17,0,1,1,22,0,ARI,3.9,1,2017
37,Corey Grant,JAC,5,0,0,0,1,0,0,0,PIT,0.0,1,2017
38,D.J. Foster,ARI,5,0,0,0,0,0,0,0,PHI,0.0,0,2017
39,D'Onta Foreman,HOU,5,4,34,0,1,1,3,0,KC,3.7,1,2017
40,Dalvin Cook,MIN,5,0,0,0,0,0,0,0,CHI,0.0,0,2017
41,Damien Williams,MIA,5,3,15,0,2,1,13,0,TEN,2.8,1,2017
42,Dan Vitale,CLE,5,0,0,0,0,0,0,0,NYJ,0.0,0,2017
43,Danny Woodhead,BAL,5,0,0,0,0,0,0,0,OAK,0.0,0,2017
44,Darren McFadden,DAL,5,0,0,0,0,0,0,0,GB,0.0,0,2017
45,Darren Sproles,PHI,5,0,0,0,0,0,0,0,ARI,0.0,0,2017
46,David Fluellen,TEN,5,0,0,0,0,0,0,0,MIA,0.0,0,2017
47,David Johnson,ARI,5,0,0,0,0,0,0,0,PHI,0.0,0,2017
48,De'Veon Smith,MIA,5,0,0,0,0,0,0,0,TEN,0.0,0,2017
49,DeAndre Washington,OAK,5,0,0,0,0,0,0,0,BAL,0.0,0,2017
50,DeMarco Murray,TEN,5,14,58,0,5,4,11,0,MIA,6.9,1,2017
51,Derek Watt,LAC,5,0,0,0,0,0,0,0,bye,0.0,0,2017
52,Derrick Coleman,ATL,5,0,0,0,0,0,0,0,bye,0.0,0,2017
53,Derrick Henry,TEN,5,4,9,0,0,0,0,0,MIA,0.9,1,2017
54,Devante Mays,GB,5,0,0,0,0,0,0,0,DAL,0.0,0,2017
55,Devonta Freeman,ATL,5,0,0,0,0,0,0,0,bye,0.0,0,2017
56,Devontae Booker,DEN,5,0,0,0,0,0,0,0,bye,0.0,0,2017
57,Dion Lewis,NE,5,7,53,0,2,2,10,0,TB,6.3,1,2017
58,Doug Martin,TB,5,13,74,1,3,1,8,0,NE,14.2,1,2017
59,Duke Johnson,CLE,5,6,20,0,3,3,63,1,NYJ,14.3,1,2017
60,Dwayne Washington,DET,5,0,0,0,0,0,0,0,CAR,0.0,0,2017
61,Eddie Lacy,SEA,5,9,19,0,1,1,9,0,KC,2.8,1,2017
62,Elijah McGuire,NYJ,5,11,20,0,3,2,10,0,CLE,3.0,1,2017
63,Elijhaa Penny,ARI,5,0,0,0,1,1,6,0,PHI,0.6,1,2017
64,Ezekiel Elliott,DAL,5,29,116,0,2,1,16,0,GB,13.2,1,2017
65,Fitzgerald Toussaint,PIT,5,0,0,0,0,0,0,0,JAC,0.0,0,2017
66,Fozzy Whittaker,CAR,5,0,0,0,0,0,0,0,DET,0.0,0,2017
67,Frank Gore,IND,5,14,48,0,4,3,38,0,SF,8.6,1,2017
68,Giovani Bernard,CIN,5,2,2,0,2,2,30,0,BUF,3.2,1,2017
69,Isaiah Crowell,CLE,5,16,60,0,3,2,7,0,NYJ,6.7,1,2017
70,J.D. McKissic,SEA,5,2,0,0,5,3,36,0,KC,3.6,1,2017
71,Jacquizz Rodgers,TB,5,3,2,0,1,1,13,0,NE,1.5,1,2017
72,Jalen Richard,OAK,5,9,37,0,2,0,0,0,BAL,3.7,1,2017
73,Jalston Fowler,TEN,5,0,0,0,1,0,0,0,MIA,0.0,1,2017
74,Jamaal Charles,DEN,5,0,0,0,0,0,0,0,bye,0.0,0,2017
75,Jamaal Williams,GB,5,1,1,0,0,0,0,0,DAL,0.1,1,2017
76,James Conner,PIT,5,3,9,0,1,0,0,0,JAC,0.9,1,2017
77,James Develin,NE,5,0,0,0,1,0,0,0,TB,0.0,1,2017
78,James White,NE,5,2,3,0,9,7,57,0,TB,6.0,1,2017
79,Jamize Olawale,OAK,5,2,13,0,0,0,0,0,BAL,1.3,1,2017
80,Javorius Allen,BAL,5,21,73,1,5,4,12,0,OAK,14.5,1,2017
81,Jay Ajayi,PHI,5,25,77,0,3,2,2,0,ARI,7.9,1,2017
82,Jay Ajayi,MIA,5,25,77,0,3,2,2,0,TEN,7.9,1,2017
83,Jay Prosch,HOU,5,0,0,0,0,0,0,0,KC,0.0,0,2017
84,Jeremy Hill,CIN,5,4,16,0,0,0,0,0,BUF,1.6,1,2017
85,Jerick McKinnon,MIN,5,16,95,1,6,6,51,0,CHI,20.6,1,2017
86,Joe Kerridge,GB,5,0,0,0,0,0,0,0,DAL,0.0,0,2017
87,Joe Mixon,CIN,5,15,51,1,0,0,0,0,BUF,11.1,1,2017
88,John Kuhn,NO,5,0,0,0,0,0,0,0,bye,0.0,0,2017
89,Jonathan Stewart,CAR,5,18,21,0,3,3,23,0,DET,4.4,1,2017
90,Jordan Howard,CHI,5,19,76,0,0,0,0,0,MIN,7.6,1,2017
91,Josh Ferguson,IND,5,0,0,0,0,0,0,0,SF,0.0,0,2017
92,Justin Davis,LAR,5,0,0,0,0,0,0,0,bye,0.0,0,2017
93,Kapri Bibbs,WAS,5,0,0,0,0,0,0,0,bye,0.0,0,2017
94,Kareem Hunt,KC,5,29,107,0,4,3,9,0,NYG,11.6,1,2017
95,Kenjon Barner,PHI,5,5,23,0,0,0,0,0,ARI,2.3,1,2017
96,Kenyan Drake,MIA,5,1,0,0,0,0,0,0,TEN,0.0,1,2017
97,Kerwynn Williams,ARI,5,3,-2,0,0,0,0,0,PHI,-0.2,1,2017
98,Kyle Juszczyk,SF,5,1,3,0,4,2,14,1,IND,7.7,1,2017
99,Lamar Miller,HOU,5,15,74,0,3,2,15,0,KC,8.9,1,2017
100,Lance Dunbar,LAR,5,0,0,0,0,0,0,0,bye,0.0,0,2017
101,Latavius Murray,MIN,5,12,31,0,2,2,12,0,CHI,4.3,1,2017
102,Le'Veon Bell,PIT,5,15,47,0,10,10,46,0,JAC,9.3,1,2017
103,LeGarrette Blount,PHI,5,14,74,0,0,0,0,0,ARI,7.4,1,2017
104,Leonard Fournette,JAC,5,28,181,2,1,1,3,0,PIT,30.4,1,2017
105,LeSean McCoy,BUF,5,19,63,0,9,6,26,0,CIN,8.9,1,2017
106,LeShun Daniels Jr.,WAS,5,0,0,0,0,0,0,0,bye,0.0,0,2017
107,Mack Brown,WAS,5,0,0,0,0,0,0,0,bye,0.0,0,2017
108,Malcolm Brown,LAR,5,0,0,0,2,2,29,0,bye,2.9,1,2017
109,Marcus Murphy,BUF,5,0,0,0,0,0,0,0,CIN,0.0,0,2017
110,Mark Ingram,NO,5,0,0,0,0,0,0,0,bye,0.0,0,2017
111,Marlon Mack,IND,5,9,91,1,1,1,2,0,SF,15.3,1,2017
112,Marquez Williams,CLE,5,0,0,0,0,0,0,0,NYJ,0.0,0,2017
113,Marshawn Lynch,OAK,5,12,43,1,2,1,10,0,BAL,11.3,1,2017
114,Matt Breida,SF,5,10,49,0,5,3,22,0,IND,7.1,1,2017
115,Matt Dayes,CLE,5,0,0,0,0,0,0,0,NYJ,0.0,0,2017
116,Matt Forte,NYJ,5,0,0,0,0,0,0,0,CLE,0.0,0,2017
117,Matt Jones,IND,5,0,0,0,0,0,0,0,SF,0.0,0,2017
118,Melvin Gordon,LAC,5,20,105,0,8,6,58,2,bye,28.3,1,2017
119,Michael Burton,CHI,5,0,0,0,0,0,0,0,MIN,0.0,0,2017
120,Mike Davis,SEA,5,0,0,0,0,0,0,0,KC,0.0,0,2017
121,Mike Gillislee,NE,5,12,52,0,0,0,0,0,TB,5.2,1,2017
122,Mike Tolbert,BUF,5,3,16,0,3,3,18,0,CIN,3.4,1,2017
123,Orleans Darkwa,NYG,5,8,69,1,4,1,3,0,KC,13.2,1,2017
124,Patrick DiMarco,BUF,5,0,0,0,0,0,0,0,CIN,0.0,0,2017
